trial_id,cluster_pair,cluster_a,cluster_b,anchor_cluster,distractor_cluster,repeat_idx,primary_key,image_A_cluster,image_A_source_index,image_A_role,image_A_center_cells_path,image_A_gen_imgs_path,image_B_cluster,image_B_source_index,image_B_role,image_B_center_cells_path,image_B_gen_imgs_path,image_C_cluster,image_C_source_index,image_C_role,correct_answer,correct_cluster,image_C_center_cells_path,image_C_gen_imgs_path
183,10_18,10,18,18,10,0,center_cells,10,8,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0183_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0183_A_gen_imgs.png,18,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0183_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0183_B_gen_imgs.png,18,3,same_2,A,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0183_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0183_C_gen_imgs.png
184,10_19,10,19,19,10,0,center_cells,19,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0184_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0184_A_gen_imgs.png,10,4,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0184_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0184_B_gen_imgs.png,19,5,same_2,B,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0184_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0184_C_gen_imgs.png
185,10_20,10,20,10,20,0,center_cells,20,8,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0185_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0185_A_gen_imgs.png,10,8,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0185_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0185_B_gen_imgs.png,10,4,same_2,A,20,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0185_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0185_C_gen_imgs.png
186,10_21,10,21,21,10,0,center_cells,21,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0186_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0186_A_gen_imgs.png,21,9,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0186_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0186_B_gen_imgs.png,10,4,distractor,C,10,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0186_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0186_C_gen_imgs.png
187,10_22,10,22,10,22,0,center_cells,22,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0187_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0187_A_gen_imgs.png,10,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0187_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0187_B_gen_imgs.png,10,6,same_2,A,22,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0187_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0187_C_gen_imgs.png
188,11_12,11,12,11,12,0,center_cells,11,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0188_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0188_A_gen_imgs.png,11,4,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0188_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0188_B_gen_imgs.png,12,9,distractor,C,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0188_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0188_C_gen_imgs.png
189,11_13,11,13,13,11,0,center_cells,13,3,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0189_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0189_A_gen_imgs.png,11,8,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0189_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0189_B_gen_imgs.png,13,8,same_2,B,11,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0189_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0189_C_gen_imgs.png
190,11_14,11,14,14,11,0,center_cells,14,4,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0190_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0190_A_gen_imgs.png,14,3,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0190_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0190_B_gen_imgs.png,11,1,distractor,C,11,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0190_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0190_C_gen_imgs.png
191,11_15,11,15,15,11,0,center_cells,15,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0191_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0191_A_gen_imgs.png,11,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0191_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0191_B_gen_imgs.png,15,3,same_1,B,11,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0191_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0191_C_gen_imgs.png
192,11_16,11,16,11,16,0,center_cells,16,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0192_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0192_A_gen_imgs.png,11,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0192_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0192_B_gen_imgs.png,11,0,same_1,A,16,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0192_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0192_C_gen_imgs.png
193,11_17,11,17,11,17,0,center_cells,11,4,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0193_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0193_A_gen_imgs.png,17,7,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0193_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0193_B_gen_imgs.png,11,5,same_2,B,17,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0193_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0193_C_gen_imgs.png
194,11_18,11,18,18,11,0,center_cells,11,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0194_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0194_A_gen_imgs.png,18,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0194_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0194_B_gen_imgs.png,18,0,same_1,A,11,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0194_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0194_C_gen_imgs.png
195,11_19,11,19,11,19,0,center_cells,11,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0195_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0195_A_gen_imgs.png,11,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0195_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0195_B_gen_imgs.png,19,4,distractor,C,19,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0195_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0195_C_gen_imgs.png
196,11_20,11,20,11,20,0,center_cells,11,4,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0196_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0196_A_gen_imgs.png,11,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0196_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0196_B_gen_imgs.png,20,2,distractor,C,20,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0196_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0196_C_gen_imgs.png
197,11_21,11,21,11,21,0,center_cells,11,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0197_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0197_A_gen_imgs.png,11,1,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0197_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0197_B_gen_imgs.png,21,8,distractor,C,21,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0197_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0197_C_gen_imgs.png
198,11_22,11,22,22,11,0,center_cells,11,4,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0198_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0198_A_gen_imgs.png,22,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0198_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0198_B_gen_imgs.png,22,4,same_1,A,11,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0198_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0198_C_gen_imgs.png
199,12_13,12,13,13,12,0,center_cells,13,4,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0199_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0199_A_gen_imgs.png,13,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0199_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0199_B_gen_imgs.png,12,8,distractor,C,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0199_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0199_C_gen_imgs.png
200,12_14,12,14,14,12,0,center_cells,14,6,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0200_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0200_A_gen_imgs.png,12,2,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0200_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0200_B_gen_imgs.png,14,3,same_1,B,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0200_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0200_C_gen_imgs.png
201,12_15,12,15,15,12,0,center_cells,12,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0201_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0201_A_gen_imgs.png,15,9,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0201_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0201_B_gen_imgs.png,15,6,same_2,A,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0201_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0201_C_gen_imgs.png
202,12_16,12,16,16,12,0,center_cells,12,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0202_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0202_A_gen_imgs.png,16,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0202_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0202_B_gen_imgs.png,16,3,same_2,A,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0202_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0202_C_gen_imgs.png
203,12_17,12,17,17,12,0,center_cells,17,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0203_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0203_A_gen_imgs.png,17,5,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0203_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0203_B_gen_imgs.png,12,0,distractor,C,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0203_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0203_C_gen_imgs.png
204,12_18,12,18,18,12,0,center_cells,12,2,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0204_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0204_A_gen_imgs.png,18,3,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0204_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0204_B_gen_imgs.png,18,4,same_2,A,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0204_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0204_C_gen_imgs.png
205,12_19,12,19,19,12,0,center_cells,19,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0205_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0205_A_gen_imgs.png,19,3,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0205_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0205_B_gen_imgs.png,12,8,distractor,C,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0205_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0205_C_gen_imgs.png
206,12_20,12,20,20,12,0,center_cells,20,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0206_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0206_A_gen_imgs.png,12,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0206_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0206_B_gen_imgs.png,20,7,same_2,B,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0206_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0206_C_gen_imgs.png
207,12_21,12,21,21,12,0,center_cells,21,4,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0207_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0207_A_gen_imgs.png,21,6,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0207_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0207_B_gen_imgs.png,12,5,distractor,C,12,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0207_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0207_C_gen_imgs.png
208,12_22,12,22,12,22,0,center_cells,22,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0208_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0208_A_gen_imgs.png,12,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0208_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0208_B_gen_imgs.png,12,7,same_2,A,22,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0208_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0208_C_gen_imgs.png
209,13_14,13,14,14,13,0,center_cells,14,9,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0209_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0209_A_gen_imgs.png,14,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0209_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0209_B_gen_imgs.png,13,6,distractor,C,13,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0209_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0209_C_gen_imgs.png
210,13_15,13,15,15,13,0,center_cells,15,5,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0210_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0210_A_gen_imgs.png,15,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0210_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0210_B_gen_imgs.png,13,9,distractor,C,13,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0210_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0210_C_gen_imgs.png
211,13_16,13,16,13,16,0,center_cells,13,6,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0211_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0211_A_gen_imgs.png,13,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0211_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0211_B_gen_imgs.png,16,7,distractor,C,16,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0211_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0211_C_gen_imgs.png
212,13_17,13,17,13,17,0,center_cells,13,5,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0212_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0212_A_gen_imgs.png,17,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0212_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0212_B_gen_imgs.png,13,9,same_1,B,17,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0212_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0212_C_gen_imgs.png
213,13_18,13,18,13,18,0,center_cells,18,7,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0213_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0213_A_gen_imgs.png,13,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0213_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0213_B_gen_imgs.png,13,1,same_1,A,18,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0213_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0213_C_gen_imgs.png
214,13_19,13,19,19,13,0,center_cells,13,6,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0214_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0214_A_gen_imgs.png,19,5,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0214_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0214_B_gen_imgs.png,19,0,same_1,A,13,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0214_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0214_C_gen_imgs.png
215,13_20,13,20,13,20,0,center_cells,20,6,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0215_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0215_A_gen_imgs.png,13,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0215_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0215_B_gen_imgs.png,13,9,same_2,A,20,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0215_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0215_C_gen_imgs.png
216,13_21,13,21,13,21,0,center_cells,13,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0216_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0216_A_gen_imgs.png,13,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0216_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0216_B_gen_imgs.png,21,0,distractor,C,21,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0216_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0216_C_gen_imgs.png
217,13_22,13,22,22,13,0,center_cells,22,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0217_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0217_A_gen_imgs.png,22,6,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0217_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0217_B_gen_imgs.png,13,5,distractor,C,13,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0217_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0217_C_gen_imgs.png
218,14_15,14,15,14,15,0,center_cells,14,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0218_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0218_A_gen_imgs.png,15,3,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0218_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0218_B_gen_imgs.png,14,4,same_2,B,15,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0218_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0218_C_gen_imgs.png
219,14_16,14,16,16,14,0,center_cells,14,8,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0219_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0219_A_gen_imgs.png,16,4,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0219_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0219_B_gen_imgs.png,16,9,same_2,A,14,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0219_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0219_C_gen_imgs.png
220,14_17,14,17,17,14,0,center_cells,17,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0220_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0220_A_gen_imgs.png,14,2,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0220_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0220_B_gen_imgs.png,17,7,same_1,B,14,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0220_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0220_C_gen_imgs.png
221,14_18,14,18,18,14,0,center_cells,14,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0221_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0221_A_gen_imgs.png,18,5,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0221_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0221_B_gen_imgs.png,18,0,same_1,A,14,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0221_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0221_C_gen_imgs.png
222,14_19,14,19,19,14,0,center_cells,19,7,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0222_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0222_A_gen_imgs.png,19,8,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0222_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0222_B_gen_imgs.png,14,2,distractor,C,14,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0222_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0222_C_gen_imgs.png
